RecordID,title,target_or_only_language,original_language,monolingual,multilingual,monolingual_translations
996083240101488,"Biblia sacra  dat is De geheele Heylighe Schrifture bedeylt int Oudt ende Nieu TestamentBijbel = 393 ""1599""",lat|dut,,0,1,0
9992193407201488,"Colloquj di Gio: Lodovico Vives latini, e italianitradotti da un sacerdote Fiorentino per esercizio dell' una e dell' altra lingua/Colloqui",ita|lat,lat,0,1,0
9980057000101488,Motifs qui empêchent les ministres du culte de faire la déclaration exigée par la loi du 7 vendémiaire. ...,fre,,1,0,0
9992139605501488,"Institvtiones absolvtissimae in lingvam Graecamper N. Clenardum. Adnotationes in  nominũ uerborumq; difficultates. Inuestigatio thematis in uerbis anomalis, cum indice. Compendiosa & luculenta syntaxeωs ratio/Institutiones absolutissimae in linguam Graecam",grc|lat,,0,1,0
9931967100101488,"Exomologesis sive Modus confitendi,per Erasmum Roterodamũ .../Exomologesis sive modus confitendi per Erasmum Roterodamum",,,1,0,0
996466590101488,"Theses theologicæ de opinione probabiliquas præside ... Gummaro Huygens Lyrano, defendet Adrianus Engelbertus Lantremenge Leodius in collegio Adriani VI. pontificis die 8. aprilis anno 1683.",lat,,1,0,0
991460560101488,Institutiones absolvtissimae in lingvam Græcamper Nicolaum Clenardum ... adiectæq. ab Renato Guillonio adnotatiunculæ .../Institutiones absolutissimae in linguam Graecam per Nicolaum Clenardum,lat|grc,,0,1,0
9915807180101488,"Nos almæ universitatis studii generalis oppidi Lovaniensis, rector ... mandamus ... citetis ... suppositum reum inquisitum presbyterum Henricum Clavers ... sic citamus ...Nous recteur de l'etude generale de la mere université de la ville de Louvain ... nous vous mandons en commandant strictement à vous tous ... vous citiez ... un suppôt coupable, récherché prêtre Henry Clavers, suppôt de notre même université fugitif, que nous citons aussi ...",lat|fre,lat,0,1,0
994639670101488,"Nederduitsch taalkundig woordenboek,door P. Weiland.",dut,,1,0,0
998761950101488,"Jan-Frans Van de Velde (1743-1823), de Eximius van Beveren.Jean-François Van de Velde (1743-1823), docteur en théologie",dut|fre,,0,1,0
9992688000601488,"Aητωηιηου Λιβεραλισ ΜεταμορΦωσεων συναγωγηAntonini Liberalis Transformationum congeries, interprete Guilielmo Xylandro. Thomas Munckerus recensuit, & notas adjecit./Aητωηιηου Λιβεραλισ ΜεταμορΦωσεισ, interprete Xylandro Thomas Munckerus recensuit./Transformationum congeries, interprete Guilielmo Xylandro. Thomas Munckerus recensuit, & notas adjecit",grc|lat,grc,0,1,0
9915005330101488,"Das Frauenzimmer im Ehebruche, rachsüchtig gegen die Redner zur Tugend.Eine wahre Geschichte Frankreichs in einem Trauergesprache verfasset von Nicolaus Vernulaeus, einem Engelländer. Aus dem Lateinischen",ger,,1,0,0
9912542190101488,"Histoire generale de Sicile,dans laquelle on verra toutes les différentes révolutions de cette isle depuis le tems où elle a commencé à être habitée, jusqu'à la dernière paix entre la Maison de France, & la Maison d'Autriche/Par Mr. de Burigny",fre,,1,0,0
991410060101488,Giovan Lodovico Vives ... De l'vfficio del marito ... De l'istitvtione de la femina ... De lo ammaestrare i fancivlli ne le arti liberali ... .De l'ufficio del marito ... De l'istitutione de la femina ... De lo ammaestrare i fanciulli ne le arti liberali ... .,ita,,1,0,0
9992124578401488,"Flores Italici, ac Latini idiomatis,e viridario exercitationis Ioannis Lvdovici Viuis excerpti, et ab Horatio Tvscanella Italicè interpretati",lat|ita,lat,0,1,0
9915810000101488,Extrait d'une lettre aux rédacteurs du Journal de l'Europe.,fre|lat,lat,0,1,0
9911581510101488,Rhetorvm collegii Porcensis inclytæ academiæ Lovaniensis orationes in tres partes ... distributæ.Sub Nicolao Vernulæo ... Accessit Orationum sacrarum volumen singulare in festa deiparæ virginis et aliquorum divorum. .../Rhetorum collegii Porcensis inclytae academiae Lovaniensis orationes in tres partes ... distributae,lat,,1,0,0
9922988030101488,"Stapleton's fortress overthrown. A rejoinder to Martiall's reply. A discovery of the dangerous rock of the popish church commended by Sanders.Fulke's answers to Stapleton, Martiall and Sanders.",eng,,1,0,0
993709980101488,"Vita honesta sive Virtvtis,qvomodo qvisqve vivere debeat, omni ætate, omni tempore, & quolibet loco, erga Devm & homines :/avtore Herman. Schoten. Hesso. Cvi adiecta est Institvtio christiani hominis, per Adrianum Barlandum aphorismis digesta. Item, dicta & facta quaedam Alphonsi Regis Aragonum ... ex libri quatuor Antonij Panormitæ ... zusammen verfasset und aus dem Latein verdeutscht von ... Sebastian Leonhart .../Von einem Ehrlichen und Tugendreichen Leben/Vita honesta sive virtutis, quomodo quisque vivere debeat",lat|ger,,0,1,0
9922785580101488,"Les dialogvesde Ian Loys Vives : pour l'exercitation de la langue Latine. En Latin & en François, pour la commidité de ceux qui voudront conferer l'une à l'autre langue./Les dialogues de Jan Loys Vives : pour l'exercitation de la langue Latine. En Latin & en François, pour la commidité de ceux qui voudront conferer l'une à l'autre langue.",fre|lat,lat,0,1,0
9989700140101488,Colloquj di Gio: Lodovico Vives latini e italianitradotti da un sacerdote Fiorentino per esercizio dell'una e dell'altra lingua.,ita|lat,lat,0,1,0
993869780101488,"Lexicon latino-belgicum novum, post multiplices variorum labores auctius & exactiusproditum a Samuele Pitisco",lat|dut,,0,1,0
9912718350101488,"Verdedigschrift van den doorlugtigsten ... aertsbisschop van Utrecht, tegen het Wederschrift ... van den ... aertsbisschop van Mechelen.",dut,,1,0,0
99616510101488,"ErycI Pvteani ... De indvciis Belgicis dissertatio politica.Hactenus ab auctore suppressa, sed nunc ... in lucem emissa. Adjecta est Ivsti Lipsii, ... De induciis epistola/Erycii Puteani ... De induciis Belgicis dissertatio politica. Hactenus ab auctore suppressa, sed nunc ... in lucem emissa. Adjecta est Justi Lipsii, ... De induciis epistola",lat,,1,0,0
9911342770101488,Tabvla in grammaticen Hebræamautore Nicolao Clenardo./Tabula in grammaticen Hebræam,heb|lat,,0,1,0
9923328350101488,Les commentaires de Vianesius Albergatis,fre|lat,,0,1,0
9923289080101488,Aenleydinge tot de zalige vreese Godts.,dut,,1,0,0
9989698310101488,"Breve of Brief, van onzen alderheiligsten Vader den Paus Benedictus den XIV. aan den rector en hoogleeraars der vermaarde Universiteit van Leuven geschreeven en gedagteekend te Rome op den IX April 1757.",dut|lat,lat,0,1,0
9923480750101488,"Ευαγγελια τε και επιστολαι, των κυριακων και εορτασιμων ημερων, ταξει, καθ'ην εν νεως ειωθαι αναγινωσκεσθαι.Euangelia & epistolæ dominicorum festorumque dierum, eo, quo in templis legi ordine consueuerunt, è bibliis collecta./Euaggelia te kai epistolai, ton kuriakon kai eortasimon èmeron, taxei, kath'èn en neos eiothai anaginoskesthai./Evangelia et epistolae dominicorum festorumque dierum, eo, quo in templis legi ordine consueverunt, è bibliis collecta.",grc|lat,,0,1,0
9923686490101488,Nicolas Clenardus and his training,eng,,1,0,0
9928651310101488,"De dialectis diversis declinationvm Graecanicarum, tam in uerbis, quàm nominibus ex Corintho, Ioan. Grammatico, Plvtarcho, Ioan. Philopono atque alijs eiusdem claßis,collectore Hadriano Amerotio .../De dialectis diversis declinationum Graecanicarum, tam in verbis quàm nominibus",gre|lat,,0,1,0
9912260280101488,"De astrologia:rabbi Mosis filii Meimon Epistola elegans, & cum Christiana religione congruens, Hebręa, nunc primum edita & latina facta. Ioanne Isaac Leuita Germano auctore./De astrologia: rabbi Mosis filii Meimon Epistola elegans, & cum Christiana religione congruens, Hebraea, nunc primum edita & latina facta. Ioanne Isaac Levita Germano auctore.",lat|heb,heb,0,1,0
991972870101488,"Adriani Romani Canon triangvlorvm sphæricorvm, breuissimus simul ac facilimus quam plurimisq; exemplis opticè proiectis illustratus, in gratiam astronomiæ, cosmographiæ, horologiographiæ ...Canon triangulorum sphaericorum, brevissimus simul ac facilimus quam plurimisque exemplis optice proiectis illustratus, in gratiam astronomiae, cosmographiae, horologiographiae .../Tabulae sinuum, tangentium et secantium",lat,,1,0,0
9923486340101488,"Meditationes Graecanicæ, in artem grammaticam,autore Nicolao Clenardo.",lat|gre,,0,1,0
9919156780101488,"Lvdvs fortvnæ, ad recreandam societatem Latinis versibus omnibus in contrario sensu retrogradis exhibitus, & in tres libros distributus,authore Ioanne Stvrmio .../Ludus fortunae ad recreandam societatem",lat,,1,0,0
991415230101488,Vopisci Fortvnati Plempii ... Ophthalmographia sive Tractatio de ocvlo.Vopisci Fortunati Plempii ... Ophthalmographia sive Tractatio de oculo/Ophthalmographia sive Tractatio de oculo,lat,,1,0,0
9980029660101488,"Ethicæ, sev Moralis philosophiæ brevis et perspicva descriptio:... explicata, à Cornelio Valerio .../Ethicae, seu Moralis philosophiae brevis et perspicua descriptio",lat,,1,0,0
9911260570101488,"Tabvlae in grammaticam hebraeam,avctore Nicolao Clenardo. A Iohan. Isaac nunc recèns correctæ, & aptiori ordine digestę, vnà cum eiusdem & Ioan. Quinquarb. adnotationibus./Tabulae in grammaticam hebraeam, auctore Nicolao Clenardo. A Iohan. Isaac nunc recèns correctae, & aptiori ordine digestae, unà cum eiusdem & Ioan. Quinquarb. adnotationibus",lat|heb,,0,1,0
9912101670101488,"Leo X. und Adrian VI. Eine Unterredung über das Wiederaufleben der Rechte und Befugnisse der hohen Römischkatholischen Geistlichkeit, und die gegenwärtigen Schicksaale der päpstlichen Nuntiaturen in Deutschland.",ger,,1,0,0
9911798500101488,"Vita honesta et virtvosa.Opera di Hermanno Scotennio ... Et insieme l'institutione de l'huomo christiano in aforismi diuisa, di Adriano Barlando. Aggiontovi vna breve instruttione del uiuer honesto, co'l mezzo de le quattro uirtu principali. Di Martino Vescouo Dumiense./Vita honesta et virtuosa",ita,lat,1,0,1
99567040101488,Tabvla in grammaticen Hebræamautore Nicolao Clenardo./Tabula in grammaticen Hebræam,lat|heb,,0,1,0
9985377160101488,I due libri della costanzacomposti da Guvsto Lipsio. Vulgarizati da Giacopo Scaglia.,ita,lat,1,0,1
993619390101488,Ivste Lipsivs De la constance. ...De la constance,fre,,1,0,0
991325800101488,The supper of our Lord set foorth according to the truth of the Gospell and Catholike faith.By Nicholas Saunder ... .,eng,,1,0,0
9992254883101488,"Zyne eminentie den cardinael-aerts-bisschop van Mechelen wierd den 15 juni geroepen tot Brussel by zyne excellentie den volmagtigden minister, die hem ... bestelde eenen brief geteekent van zyne majesteyt den keyser ...Son eminence le cardinal-archévêque de Malines fût mandé le 15 juin 1789 chez son excellence le ministre plénipotentiaire à Bruxelles, qui lui remit en mains propres une lettre signée de sa majesté l'empereur ...",fre|dut,,0,1,0
9992740100301488,Ordonnance de l'imperatrice reine du 14. janvier 1764. Sur la discipline des etudians en philosophie de l'université de Louvain.,fre|lat,,0,1,0
